Sobic.001G000100.1	Sb01g000200
Sobic.004G181000.1	Sb04g023020
Sobic.004G181000.2	Sb04g023020
Sobic.004G181200.1	Sb04g023040
Sobic.004G181300.1	Sb04g023060
Sobic.004G181400.1	Sb04g023070
Sobic.004G181500.1	Sb04g023090
Sobic.004G181600.1	Sb04g023100
Sobic.004G181600.2	Sb04g023100
Sobic.004G181700.1	Sb04g023110
Sobic.004G181800.1	Sb04g023130
Sobic.004G181800.10	Sb04g023130
Sobic.004G181800.11	Sb04g023130
Sobic.004G181800.12	Sb04g023130
Sobic.004G181800.4	Sb04g023130
Sobic.004G181800.5	Sb04g023130
Sobic.004G181800.6	Sb04g023130
Sobic.004G181800.7	Sb04g023130
Sobic.004G181800.8	Sb04g023130
Sobic.004G181800.9	Sb04g023130
Sobic.004G181900.1	Sb04g023150
Sobic.004G182300.2	Sb04g023170
Sobic.004G182300.3	Sb04g023170
Sobic.004G182300.4	Sb04g023170
Sobic.004G182500.1	Sb04g023180
Sobic.004G182600.1	Sb04g023190
Sobic.004G182600.2	Sb04g023190
Sobic.004G182700.1	Sb04g023200
Sobic.004G182800.1	Sb04g023210
Sobic.004G182900.1	Sb04g023220
Sobic.004G183100.1	Sb04g023230
Sobic.004G183200.1	Sb04g023240
Sobic.004G183300.1	Sb04g023250
Sobic.004G183600.1	Sb04g023270
Sobic.004G183800.1	Sb04g023280
Sobic.004G183800.2	Sb04g023280
Sobic.004G183900.1	Sb04g023290
Sobic.004G184000.1	Sb04g023300
Sobic.004G184200.1	Sb04g023320
Sobic.004G184200.2	Sb04g023320
Sobic.004G184200.4	Sb04g023320
Sobic.004G184200.5	Sb04g023320
Sobic.004G184300.1	Sb04g023330
Sobic.004G184400.1	Sb04g023340
Sobic.004G184500.1	Sb04g023350
Sobic.004G184500.2	Sb04g023350
Sobic.004G184700.1	Sb04g023360
Sobic.004G184800.1	Sb04g023370
Sobic.004G185000.1	Sb04g023390
Sobic.004G185200.1	Sb04g023410
Sobic.004G185300.1	Sb04g023420
Sobic.004G185500.1	Sb04g023430
Sobic.004G185500.2	Sb04g023430
Sobic.004G185600.1	Sb04g023440
Sobic.004G185800.1	Sb04g023460
Sobic.004G186000.1	Sb04g023480
Sobic.004G186100.1	Sb04g023490
Sobic.004G186100.2	Sb04g023490
Sobic.004G186200.1	Sb04g023500
Sobic.004G186300.1	Sb04g023510
Sobic.004G186500.2	Sb04g023520
Sobic.004G186500.3	Sb04g023520
Sobic.004G186600.1	Sb04g023530
Sobic.004G186600.2	Sb04g023530
Sobic.004G186600.3	Sb04g023530
Sobic.004G186900.1	Sb04g023540
Sobic.004G187100.1	Sb04g023550
Sobic.004G187100.2	Sb04g023550
Sobic.004G187100.3	Sb04g023550
Sobic.004G187100.4	Sb04g023550
Sobic.004G187200.1	Sb04g023560
Sobic.004G187300.1	Sb04g023570
Sobic.004G187400.1	Sb04g023580
Sobic.004G187600.1	Sb04g023600
Sobic.004G187800.1	Sb04g023630
Sobic.004G187900.1	Sb04g023640
Sobic.004G188100.1	Sb04g023650
Sobic.004G188100.2	Sb04g023650
Sobic.004G188100.3	Sb04g023650
Sobic.004G188300.1	Sb04g023670
Sobic.004G188300.2	Sb04g023670
Sobic.004G188400.1	Sb04g023680
Sobic.004G188400.2	Sb04g023680
Sobic.004G188400.3	Sb04g023680
Sobic.004G188500.1	Sb04g023690
Sobic.004G188500.2	Sb04g023690
Sobic.004G188600.1	Sb04g023700
Sobic.004G188600.2	Sb04g023700
Sobic.004G188701.1	Sb04g023710
Sobic.004G188800.2	Sb04g023720
Sobic.004G189100.1	Sb04g023730
Sobic.004G189200.1	Sb04g023750
Sobic.004G189400.1	Sb04g023760
Sobic.004G189500.1	Sb04g023770
Sobic.004G189600.1	Sb04g023780
Sobic.004G189700.1	Sb04g023790
Sobic.004G189800.1	Sb04g023800
Sobic.004G189800.2	Sb04g023800
Sobic.004G189900.1	Sb04g023810
Sobic.004G190100.1	Sb04g023820
Sobic.004G190200.1	Sb04g023830
Sobic.004G190300.1	Sb04g023840
Sobic.004G190400.1	Sb04g023850
Sobic.004G190500.1	Sb04g023860
Sobic.004G190600.1	Sb04g023870
Sobic.004G190700.3	Sb04g023890
Sobic.004G190700.4	Sb04g023890
Sobic.004G190800.2	Sb04g023900
Sobic.004G190800.3	Sb04g023900
Sobic.004G190800.4	Sb04g023900
Sobic.004G190900.1	Sb04g023910
Sobic.004G191000.1	Sb04g023920
Sobic.004G191100.1	Sb04g023930
Sobic.004G191200.1	Sb04g023940
Sobic.004G191300.1	Sb04g023950
Sobic.004G191500.1	Sb04g023970
Sobic.004G191600.1	Sb04g023980
Sobic.004G191600.2	Sb04g023980
Sobic.004G191600.3	Sb04g023980
Sobic.004G191700.1	Sb04g023990
Sobic.004G191800.1	Sb04g024000
Sobic.004G192100.1	Sb04g024020
Sobic.004G192200.1	Sb04g024030
Sobic.004G192500.2	Sb04g024050
Sobic.004G192500.3	Sb04g024050
Sobic.004G192500.5	Sb04g024050
Sobic.004G192500.6	Sb04g024050
Sobic.004G192500.7	Sb04g024050
Sobic.004G192500.8	Sb04g024050
Sobic.004G192600.1	Sb04g024055
Sobic.004G192700.1	Sb04g024060
Sobic.004G192800.1	Sb04g024070
Sobic.004G192900.1	Sb04g024080
Sobic.004G193000.1	Sb04g024090
Sobic.004G193100.1	Sb04g024100
Sobic.004G193200.1	Sb04g024110
Sobic.004G193200.2	Sb04g024110
Sobic.004G193200.3	Sb04g024110
Sobic.004G193200.4	Sb04g024110
Sobic.004G193200.5	Sb04g024110
Sobic.004G193200.6	Sb04g024110
Sobic.004G193200.7	Sb04g024110
Sobic.004G193200.8	Sb04g024110
Sobic.004G193300.1	Sb04g024120
Sobic.004G193400.1	Sb04g024130
Sobic.004G193500.1	Sb04g024140
Sobic.004G193700.1	Sb04g024150
Sobic.004G193800.1	Sb04g024160
Sobic.004G194000.1	Sb04g024170
Sobic.004G194100.1	Sb04g024180
Sobic.004G194100.2	Sb04g024180
Sobic.004G194100.3	Sb04g024180
Sobic.004G194400.1	Sb04g024190
Sobic.004G194700.1	Sb04g024200
Sobic.004G194900.1	Sb04g024210
Sobic.004G195000.1	Sb04g024220
Sobic.004G195300.1	Sb04g024230
Sobic.004G195700.1	Sb04g024260
Sobic.004G195800.1	Sb04g024270
Sobic.004G195900.1	Sb04g024280
Sobic.004G196000.1	Sb04g024290
Sobic.004G196101.1	Sb04g024300
Sobic.004G196200.1	Sb04g024310
Sobic.004G196300.1	Sb04g024320
Sobic.004G196400.1	Sb04g024330
Sobic.004G196500.1	Sb04g024340
Sobic.004G196600.1	Sb04g024350
Sobic.004G196700.1	Sb04g024360
Sobic.004G196800.1	Sb04g024370
Sobic.004G196800.2	Sb04g024370
Sobic.004G196800.3	Sb04g024370
Sobic.004G196800.4	Sb04g024370
Sobic.004G196900.1	Sb04g024380
Sobic.004G197100.1	Sb04g024400
Sobic.004G197200.1	Sb04g024410
Sobic.004G197400.1	Sb04g024430
Sobic.004G197600.1	Sb04g024440
Sobic.004G197700.1	Sb04g024450
Sobic.004G197800.1	Sb04g024460
Sobic.004G198000.1	Sb04g024470
Sobic.004G198100.1	Sb04g024480
Sobic.004G198200.1	Sb04g024490
Sobic.004G198200.2	Sb04g024490
Sobic.004G198200.3	Sb04g024490
Sobic.004G198300.1	Sb04g024495
Sobic.004G198400.1	Sb04g024500
Sobic.004G198500.1	Sb04g024510
Sobic.004G198600.1	Sb04g024530
Sobic.004G198800.1	Sb04g024540
Sobic.004G198900.1	Sb04g024550
Sobic.004G199200.2	Sb04g024570
Sobic.004G199200.3	Sb04g024570
Sobic.004G199200.4	Sb04g024570
Sobic.004G199200.5	Sb04g024570
Sobic.004G199300.1	Sb04g024580
Sobic.004G199400.1	Sb04g024590
Sobic.004G199500.1	Sb04g024600
Sobic.004G199600.1	Sb04g024610
Sobic.004G199700.1	Sb04g024620
Sobic.004G199900.1	Sb04g024630
Sobic.004G200100.1	Sb04g024650
Sobic.004G200200.1	Sb04g024660
Sobic.004G200200.2	Sb04g024660
Sobic.004G200400.1	Sb04g024680
Sobic.004G200700.1	Sb04g024690
Sobic.004G200800.1	Sb04g024710
Sobic.004G200900.1	Sb04g024730
Sobic.004G201100.1	Sb04g024750
Sobic.004G201300.1	Sb04g024760
Sobic.004G201400.1	Sb04g024770
Sobic.004G201600.1	Sb04g024780
Sobic.004G201600.2	Sb04g024780
Sobic.004G201700.1	Sb04g024790
Sobic.004G201800.1	Sb04g024800
Sobic.004G201800.3	Sb04g024800
Sobic.004G202000.1	Sb04g024830
Sobic.004G202100.1	Sb04g024840
Sobic.004G202200.1	Sb04g024850
Sobic.004G202300.1	Sb04g024860
Sobic.004G202400.1	Sb04g024870
Sobic.004G202500.1	Sb04g024880
Sobic.004G202500.2	Sb04g024880
Sobic.004G202500.3	Sb04g024880
Sobic.004G202500.4	Sb04g024880
Sobic.004G202600.1	Sb04g024890
Sobic.004G202600.2	Sb04g024890
Sobic.004G202700.2	Sb04g024900
Sobic.004G202800.1	Sb04g024910
Sobic.004G202900.1	Sb04g024920
Sobic.004G203000.1	Sb04g024930
Sobic.004G203100.1	Sb04g024940
Sobic.004G203200.1	Sb04g024950
Sobic.004G203301.1	Sb04g024960
Sobic.004G203301.2	Sb04g024960
Sobic.004G203400.1	Sb04g024970
Sobic.004G203500.1	Sb04g024980
Sobic.004G203500.2	Sb04g024980
Sobic.004G203600.1	Sb04g024990
Sobic.004G203600.2	Sb04g024990
Sobic.004G203700.1	Sb04g025000
Sobic.004G203800.1	Sb04g025010
Sobic.004G203900.1	Sb04g025020
Sobic.004G204100.1	Sb04g025040
Sobic.004G204200.1	Sb04g025045
Sobic.004G204300.1	Sb04g025050
Sobic.004G204400.1	Sb04g025060
Sobic.004G204400.2	Sb04g025060
Sobic.004G204500.1	Sb04g025070
Sobic.004G204500.2	Sb04g025070
Sobic.004G204500.3	Sb04g025070
Sobic.004G204600.1	Sb04g025080
Sobic.004G204600.3	Sb04g025080
Sobic.004G204600.4	Sb04g025080
Sobic.004G204700.1	Sb04g025085
Sobic.004G204900.1	Sb04g025100
Sobic.004G204900.2	Sb04g025100
Sobic.004G204900.3	Sb04g025100
Sobic.004G205000.1	Sb04g025110
Sobic.004G205000.2	Sb04g025110
Sobic.004G205100.1	Sb04g025120
Sobic.004G205200.1	Sb04g025130
Sobic.004G205300.1	Sb04g025140
Sobic.004G205500.1	Sb04g025150
Sobic.004G205600.1	Sb04g025160
Sobic.004G205600.2	Sb04g025160
Sobic.004G205700.1	Sb04g025170
Sobic.004G205800.1	Sb04g025180
Sobic.004G205800.2	Sb04g025180
Sobic.004G206200.1	Sb04g025195
Sobic.004G206300.1	Sb04g025200
Sobic.004G206500.1	Sb04g025205
Sobic.004G206600.1	Sb04g025210
Sobic.004G206700.1	Sb04g025220
Sobic.004G206900.1	Sb04g025230
Sobic.004G207000.1	Sb04g025240
Sobic.004G207200.1	Sb04g025260
Sobic.004G207300.1	Sb04g025270
Sobic.004G207350.1	Sb04g025280
Sobic.004G207400.1	Sb04g025290
Sobic.004G207500.1	Sb04g025300
Sobic.004G207600.1	Sb04g025310
Sobic.004G207700.1	Sb04g025320
Sobic.004G207700.2	Sb04g025320
Sobic.004G207733.1	Sb04g025330
Sobic.004G207766.1	Sb04g025340
Sobic.004G207800.1	Sb04g025350
Sobic.004G207900.1	Sb04g025360
Sobic.004G208000.1	Sb04g025370
Sobic.004G208100.1	Sb04g025380
Sobic.004G208301.1	Sb04g025390
Sobic.004G208400.1	Sb04g025400
Sobic.004G208500.1	Sb04g025410
Sobic.004G208700.1	Sb04g025430
Sobic.004G208800.1	Sb04g025440
Sobic.004G208800.2	Sb04g025440
Sobic.004G208800.3	Sb04g025440
Sobic.004G208900.1	Sb04g025450
Sobic.004G209000.1	Sb04g025460
Sobic.004G209000.2	Sb04g025460
Sobic.004G209000.3	Sb04g025460
Sobic.004G209200.1	Sb04g025480
Sobic.004G209300.1	Sb04g025490
Sobic.004G209400.1	Sb04g025500
Sobic.004G209400.2	Sb04g025500
Sobic.004G209500.1	Sb04g025510
Sobic.004G209600.1	Sb04g025520
Sobic.004G209600.2	Sb04g025520
Sobic.004G209600.4	Sb04g025520
Sobic.004G209700.1	Sb04g025530
Sobic.004G209700.2	Sb04g025530
Sobic.004G209800.1	Sb04g025540
Sobic.004G210000.1	Sb04g025560
Sobic.004G210101.1	Sb04g025570
Sobic.004G210200.1	Sb04g025580
Sobic.004G210400.1	Sb04g025600
Sobic.004G210400.2	Sb04g025600
Sobic.004G210400.3	Sb04g025600
Sobic.004G210400.4	Sb04g025600
Sobic.004G210400.5	Sb04g025600
Sobic.004G210400.6	Sb04g025600
Sobic.004G210400.7	Sb04g025600
Sobic.004G210500.1	Sb04g025610
Sobic.004G210700.1	Sb04g025620
Sobic.004G210900.1	Sb04g025630
Sobic.004G211000.1	Sb04g025640
Sobic.004G211000.2	Sb04g025640
Sobic.004G211100.1	Sb04g025650
Sobic.004G211200.1	Sb04g025660
Sobic.004G211400.1	Sb04g025670
Sobic.004G211400.2	Sb04g025670
Sobic.004G211400.3	Sb04g025670
Sobic.004G211400.4	Sb04g025670
Sobic.004G211501.1	Sb04g025680
Sobic.004G211501.2	Sb04g025680
Sobic.004G211600.1	Sb04g025690
Sobic.004G211833.1	Sb04g025700
Sobic.004G211866.1	Sb04g025710
Sobic.004G211900.1	Sb04g025720
Sobic.004G212100.1	Sb04g025740
Sobic.004G212200.1	Sb04g025750
Sobic.004G212300.1	Sb04g025760
Sobic.004G212500.1	Sb04g025780
Sobic.004G212600.1	Sb04g025790
Sobic.004G212600.2	Sb04g025790
Sobic.004G212600.3	Sb04g025790
Sobic.004G212600.4	Sb04g025790
Sobic.004G212600.5	Sb04g025790
Sobic.004G212600.6	Sb04g025790
Sobic.004G212600.7	Sb04g025790
Sobic.004G212600.8	Sb04g025790
Sobic.004G212600.9	Sb04g025790
Sobic.004G212700.1	Sb04g025800
Sobic.004G212900.1	Sb04g025830
Sobic.004G213000.1	Sb04g025840
Sobic.004G213100.1	Sb04g025860
Sobic.004G213200.1	Sb04g025870
Sobic.004G213300.1	Sb04g025880
Sobic.004G213500.1	Sb04g025885
Sobic.004G213600.2	Sb04g025890
Sobic.004G213600.3	Sb04g025890
Sobic.004G213600.4	Sb04g025890
Sobic.004G213800.1	Sb04g025910
Sobic.004G214000.1	Sb04g025930
Sobic.004G214000.2	Sb04g025930
Sobic.004G214000.3	Sb04g025930
Sobic.004G214100.1	Sb04g025940
Sobic.004G214200.1	Sb04g025950
Sobic.004G214300.1	Sb04g025960
Sobic.004G214400.1	Sb04g025970
Sobic.004G214500.1	Sb04g025980
Sobic.004G214500.2	Sb04g025980
Sobic.004G214700.1	Sb04g025990
Sobic.004G214700.2	Sb04g025990
Sobic.004G214900.1	Sb04g026010
Sobic.004G215000.1	Sb04g026020
Sobic.004G215100.1	Sb04g026030
Sobic.004G215200.1	Sb04g026040
Sobic.004G215200.2	Sb04g026040
Sobic.004G215300.1	Sb04g026045
Sobic.004G215400.1	Sb04g026050
Sobic.004G215500.1	Sb04g026060
Sobic.004G215500.2	Sb04g026060
Sobic.004G215700.1	Sb04g026090
Sobic.004G215800.2	Sb04g026100
Sobic.004G215900.1	Sb04g026110
Sobic.004G215900.2	Sb04g026110
Sobic.004G216100.1	Sb04g026140
Sobic.004G216200.2	Sb04g026150
Sobic.004G216400.1	Sb04g026160
Sobic.004G216500.1	Sb04g026170
Sobic.004G216600.1	Sb04g026180
Sobic.004G216700.1	Sb04g026190
Sobic.004G216800.1	Sb04g026200
Sobic.004G216900.1	Sb04g026210
Sobic.004G217100.1	Sb04g026220
Sobic.004G217200.1	Sb04g026230
Sobic.004G217300.1	Sb04g026235
Sobic.004G217400.1	Sb04g026240
Sobic.004G217450.1	Sb04g026250
Sobic.004G217500.1	Sb04g026260
Sobic.004G217600.1	Sb04g026270
Sobic.004G217700.1	Sb04g026280
Sobic.004G217800.1	Sb04g026290
Sobic.004G217900.1	Sb04g026300
Sobic.004G217900.2	Sb04g026300
Sobic.004G217900.3	Sb04g026300
Sobic.004G218000.1	Sb04g026310
Sobic.004G218000.3	Sb04g026310
Sobic.004G218000.5	Sb04g026310
Sobic.004G218100.4	Sb04g026320
Sobic.004G218100.5	Sb04g026320
Sobic.004G218200.3	Sb04g026330
Sobic.004G218500.10	Sb04g026350
Sobic.004G218500.11	Sb04g026350
Sobic.004G218500.4	Sb04g026350
Sobic.004G218500.5	Sb04g026350
Sobic.004G218500.6	Sb04g026350
Sobic.004G218500.7	Sb04g026350
Sobic.004G218500.8	Sb04g026350
Sobic.004G218500.9	Sb04g026350
Sobic.004G218600.1	Sb04g026360
Sobic.004G218700.1	Sb04g026370
Sobic.004G218800.1	Sb04g026380
Sobic.004G218900.1	Sb04g026390
Sobic.004G219000.1	Sb04g026400
Sobic.004G219100.1	Sb04g026410
Sobic.004G219100.2	Sb04g026410
Sobic.004G219100.3	Sb04g026410
Sobic.004G219100.4	Sb04g026410
Sobic.004G219100.5	Sb04g026410
Sobic.004G219100.6	Sb04g026410
Sobic.004G219300.1	Sb04g026420
Sobic.004G219400.1	Sb04g026430
Sobic.004G219500.1	Sb04g026440
Sobic.004G219600.1	Sb04g026450
Sobic.004G219600.2	Sb04g026450
Sobic.004G219600.3	Sb04g026450
Sobic.004G219700.1	Sb04g026470
Sobic.004G219800.1	Sb04g026480
Sobic.004G219900.1	Sb04g026490
Sobic.004G220000.1	Sb04g026500
Sobic.004G220300.1	Sb04g026510
Sobic.004G220400.1	Sb04g026520
Sobic.004G220500.1	Sb04g026530
Sobic.004G220700.1	Sb04g026560
Sobic.004G221000.1	Sb04g026580
Sobic.004G221000.2	Sb04g026580
Sobic.004G221100.1	Sb04g026590
Sobic.004G221300.1	Sb04g026600
Sobic.004G221300.2	Sb04g026600
Sobic.004G221300.3	Sb04g026600
Sobic.004G221300.4	Sb04g026600
Sobic.004G221400.1	Sb04g026610
Sobic.004G221500.1	Sb04g026620
Sobic.004G221800.1	Sb04g026630
Sobic.004G221900.1	Sb04g026640
Sobic.004G222000.1	Sb04g026650
Sobic.004G222100.1	Sb04g026660
Sobic.004G222300.1	Sb04g026670
Sobic.004G222400.1	Sb04g026680
Sobic.004G222600.1	Sb04g026710
Sobic.004G222600.2	Sb04g026710
Sobic.004G222700.1	Sb04g026720
Sobic.004G222700.2	Sb04g026720
Sobic.004G222700.3	Sb04g026720
Sobic.004G222700.4	Sb04g026720
Sobic.004G222800.1	Sb04g026730
Sobic.004G222800.2	Sb04g026730
Sobic.004G222800.3	Sb04g026730
Sobic.004G222800.4	Sb04g026730
Sobic.004G223000.1	Sb04g026740
Sobic.004G223100.1	Sb04g026750
Sobic.004G223400.1	Sb04g026770
Sobic.004G223500.1	Sb04g026780
Sobic.004G223500.2	Sb04g026780
Sobic.004G223800.1	Sb04g026810
Sobic.004G223900.1	Sb04g026820
Sobic.004G224100.1	Sb04g026850
Sobic.004G224100.2	Sb04g026850
Sobic.004G224300.1	Sb04g026860
Sobic.004G224400.1	Sb04g026870
Sobic.004G224500.1	Sb04g026880
Sobic.004G224500.2	Sb04g026880
Sobic.004G224600.1	Sb04g026890
Sobic.004G224600.2	Sb04g026890
Sobic.004G224700.1	Sb04g026900
Sobic.004G224766.1	Sb04g026900
Sobic.004G224800.1	Sb04g026910
Sobic.004G224800.2	Sb04g026910
Sobic.004G224900.1	Sb04g026920
Sobic.004G225000.1	Sb04g026930
Sobic.004G225100.1	Sb04g026940
Sobic.004G225100.2	Sb04g026940
Sobic.004G225200.1	Sb04g026950
Sobic.004G225300.1	Sb04g026960
Sobic.004G225400.1	Sb04g026970
Sobic.004G225500.1	Sb04g026980
Sobic.004G225600.1	Sb04g026990
Sobic.004G225600.2	Sb04g026990
Sobic.004G225700.1	Sb04g027000
Sobic.004G225800.1	Sb04g027020
Sobic.004G225900.1	Sb04g027030
Sobic.004G226100.1	Sb04g027050
Sobic.004G226200.1	Sb04g027060
Sobic.004G226400.1	Sb04g027080
Sobic.004G226400.2	Sb04g027080
Sobic.004G226500.1	Sb04g027090
Sobic.004G226600.1	Sb04g027100
Sobic.004G226700.2	Sb04g027110
Sobic.004G226800.1	Sb04g027120
Sobic.004G227000.1	Sb04g027140
Sobic.004G227100.1	Sb04g027150
Sobic.004G227100.2	Sb04g027150
Sobic.004G227500.1	Sb04g027190
Sobic.004G227600.1	Sb04g027200
Sobic.004G227700.1	Sb04g027210
Sobic.004G227700.2	Sb04g027210
Sobic.004G227800.1	Sb04g027220
Sobic.004G227900.1	Sb04g027230
Sobic.004G227900.2	Sb04g027230
Sobic.004G228100.1	Sb04g027250
Sobic.004G228100.2	Sb04g027250
Sobic.004G228100.3	Sb04g027250
Sobic.004G228200.1	Sb04g027260
Sobic.004G228300.1	Sb04g027270
Sobic.004G228300.2	Sb04g027270
Sobic.004G228400.1	Sb04g027280
Sobic.004G228400.2	Sb04g027280
Sobic.004G228500.1	Sb04g027290
Sobic.004G228700.1	Sb04g027310
Sobic.004G228800.1	Sb04g027320
Sobic.004G228800.2	Sb04g027320
Sobic.004G228900.1	Sb04g027330
Sobic.004G228900.2	Sb04g027330
Sobic.004G229000.1	Sb04g027340
Sobic.004G229100.1	Sb04g027350
Sobic.004G229100.2	Sb04g027350
Sobic.004G229100.3	Sb04g027350
Sobic.004G229200.1	Sb04g027360
Sobic.004G229300.1	Sb04g027370
Sobic.004G229400.1	Sb04g027380
Sobic.004G229500.1	Sb04g027390
Sobic.004G229700.1	Sb04g027410
Sobic.004G229800.1	Sb04g027420
Sobic.004G230000.1	Sb04g027440
Sobic.004G230200.1	Sb04g027460
Sobic.004G230800.1	Sb04g027470
Sobic.004G231200.1	Sb04g027490
Sobic.004G231300.1	Sb04g027500
Sobic.004G231400.1	Sb04g027510
Sobic.004G231600.1	Sb04g027530
Sobic.004G231700.1	Sb04g027540
Sobic.004G231800.1	Sb04g027550
Sobic.004G231900.1	Sb04g027560
Sobic.004G232000.1	Sb04g027570
Sobic.004G232100.1	Sb04g027580
Sobic.004G232100.2	Sb04g027580
Sobic.004G232100.3	Sb04g027580
Sobic.004G232300.1	Sb04g027590
Sobic.004G232400.1	Sb04g027600
Sobic.004G232500.1	Sb04g027610
Sobic.004G232600.1	Sb04g027620
Sobic.004G232700.1	Sb04g027630
Sobic.004G232800.1	Sb04g027640
Sobic.004G232800.2	Sb04g027640
Sobic.004G232900.1	Sb04g027650
Sobic.004G232900.2	Sb04g027650
Sobic.004G233200.1	Sb04g027660
Sobic.004G233500.1	Sb04g027670
Sobic.004G233500.10	Sb04g027670
Sobic.004G233500.11	Sb04g027670
Sobic.004G233500.12	Sb04g027670
Sobic.004G233500.2	Sb04g027670
Sobic.004G233500.3	Sb04g027670
Sobic.004G233500.4	Sb04g027670
Sobic.004G233500.5	Sb04g027670
Sobic.004G233500.6	Sb04g027670
Sobic.004G233500.7	Sb04g027670
Sobic.004G233500.8	Sb04g027670
Sobic.004G233500.9	Sb04g027670
Sobic.004G233600.1	Sb04g027690
Sobic.004G233600.2	Sb04g027690
Sobic.004G233700.1	Sb04g027700
Sobic.004G233700.2	Sb04g027700
Sobic.004G233900.1	Sb04g027710
Sobic.004G234200.2	Sb04g027730
Sobic.004G234200.3	Sb04g027730
Sobic.004G234200.4	Sb04g027730
Sobic.004G234400.1	Sb04g027750
Sobic.004G234500.1	Sb04g027760
Sobic.004G234500.2	Sb04g027760
Sobic.004G234700.1	Sb04g027770
Sobic.004G234900.1	Sb04g027780
Sobic.004G235000.1	Sb04g027790
Sobic.004G235100.1	Sb04g027800
Sobic.004G235200.1	Sb04g027810
Sobic.004G235300.1	Sb04g027815
Sobic.004G235500.1	Sb04g027820
Sobic.004G235600.1	Sb04g027830
Sobic.004G235700.1	Sb04g027840
Sobic.004G235801.1	Sb0816s002010
Sobic.004G235900.1	Sb04g027850
Sobic.004G236200.1	Sb04g027870
Sobic.004G236300.1	Sb04g027880
Sobic.004G236300.2	Sb04g027880
Sobic.004G236400.1	Sb04g027890
Sobic.004G236400.2	Sb04g027890
Sobic.004G236400.3	Sb04g027890
Sobic.004G236500.1	Sb04g027900
Sobic.004G236600.2	Sb04g027910
Sobic.004G236600.4	Sb04g027910
Sobic.004G236800.1	Sb04g027920
Sobic.004G237000.1	Sb04g027930
Sobic.004G237100.1	Sb04g027940
Sobic.004G237200.1	Sb04g027950
Sobic.004G237300.1	Sb04g027960
Sobic.004G237400.1	Sb04g027970
Sobic.004G237500.1	Sb04g027980
Sobic.004G237600.1	Sb04g027990
Sobic.004G237700.1	Sb04g028000
Sobic.004G237700.2	Sb04g028000
Sobic.004G237800.1	Sb04g028010
Sobic.004G237900.1	Sb04g028015
Sobic.004G238100.1	Sb04g028020
Sobic.004G238200.1	Sb04g028030
Sobic.004G238400.1	Sb04g028040
Sobic.004G238500.1	Sb04g028050
Sobic.004G238600.1	Sb04g028060
Sobic.004G238700.1	Sb04g028070
Sobic.004G238801.1	Sb04g028090
Sobic.004G238900.1	Sb04g028100
Sobic.004G239100.1	Sb04g028110
Sobic.004G239500.1	Sb04g028130
Sobic.004G240000.1	Sb04g028135
Sobic.004G240500.1	Sb04g028140
Sobic.004G240600.1	Sb04g028145
Sobic.004G240700.1	Sb04g028150
Sobic.004G240800.1	Sb04g028160
Sobic.004G240900.1	Sb04g028170
Sobic.004G240900.2	Sb04g028170
Sobic.004G241000.1	Sb04g028180
Sobic.004G241100.1	Sb04g028190
Sobic.004G241200.1	Sb04g028200
Sobic.004G241300.1	Sb04g028210
Sobic.004G241400.1	Sb04g028220
Sobic.004G241500.1	Sb04g028230
Sobic.004G241500.2	Sb04g028230
Sobic.004G241600.1	Sb04g028240
Sobic.004G241700.1	Sb04g028250
Sobic.004G241800.1	Sb04g028260
Sobic.004G241800.2	Sb04g028260
Sobic.004G241900.1	Sb04g028270
Sobic.004G242000.1	Sb04g028280
Sobic.004G242100.1	Sb04g028290
Sobic.004G242200.1	Sb04g028300
Sobic.004G242200.2	Sb04g028300
Sobic.004G242200.3	Sb04g028300
Sobic.004G242300.1	Sb04g028310
Sobic.004G242400.1	Sb04g028320
Sobic.004G242500.1	Sb04g028330
Sobic.004G242600.1	Sb04g028340
Sobic.004G242700.1	Sb04g028350
Sobic.004G242700.2	Sb04g028350
Sobic.004G242900.1	Sb04g028360
Sobic.004G243000.1	Sb04g028370
Sobic.004G243100.1	Sb04g028380
Sobic.004G243200.1	Sb04g028390
Sobic.004G243300.1	Sb04g028400
Sobic.004G243400.1	Sb04g028410
Sobic.004G243500.1	Sb04g028415
Sobic.004G243500.2	Sb04g028415
Sobic.004G243600.1	Sb04g028420
Sobic.004G243800.1	Sb04g028430
Sobic.004G243900.1	Sb04g028440
Sobic.004G244000.1	Sb04g028450
Sobic.004G244100.1	Sb04g028460
Sobic.004G244200.1	Sb04g028470
Sobic.004G244400.1	Sb04g028500
Sobic.004G244400.2	Sb04g028500
Sobic.004G244400.3	Sb04g028500
Sobic.004G244400.4	Sb04g028500
Sobic.004G244500.1	Sb04g028510
Sobic.004G244600.1	Sb04g028520
Sobic.004G244800.1	Sb04g028530
Sobic.004G245000.1	Sb04g028550
Sobic.004G245000.2	Sb04g028550
Sobic.004G245100.1	Sb04g028560
Sobic.004G245200.1	Sb04g028570
Sobic.004G245800.1	Sb04g028580
Sobic.004G245900.1	Sb04g028585
Sobic.004G246000.1	Sb04g028590
Sobic.004G246100.2	Sb04g028600
Sobic.004G246200.1	Sb04g028610
Sobic.004G246300.1	Sb04g028620
Sobic.004G246300.2	Sb04g028620
Sobic.004G246400.1	Sb04g028630
Sobic.004G246500.1	Sb04g028640
Sobic.004G246700.1	Sb04g028660
Sobic.004G246800.1	Sb04g028670
